"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146"
"1",1,0.965994062112609,0.904312190205319,0.833583036764984,0.752678736443473,0.675848855050682,0.617391894590249,0.558450191033454,0.505674819935808,0.470146242031474,0.405165898895221,0.342708110832255,0.269800800159072,0.225439368480879,0.174942443840246,0.161783690419284,0.0761724894278457,-0.00746340272042357,-0.121817835241947,-0.208779510191752,-0.252427403242582,-0.241217316984102,-0.200673685968378,-0.166664308571522,-0.117688622872067,-0.0920981177601793,-0.0950634994071972,-0.135479940766764,-0.198524290172324,-0.215285178614105,-0.166099380188094,-0.107920642404312,-0.0617138719396362,-0.0231455383988567,-0.00248139558323051,-0.00906905704875446,0.015284917242957,0.00282290465145379,-0.12578376661152,-0.14371704077355,-0.126951600324818,-0.091351148333447,-0.0884865076696264,-0.0755851526383073,-0.0700604064583757,-0.105392243905348,-0.113225474068472,-0.0718893662061592,-0.226144731383114,-0.323725412660617,-0.267105696354875,-0.263334406007713,-0.239139931546283,-0.216959994022679,-0.211332068885499,-0.223107037438623,-0.265017743947173,-0.300282679106062,-0.292532833554959,-0.401967067783218,-0.429406224490284,-0.454945635636889,-0.437943135175296,-0.433040615442309,-0.427981544895054,-0.455936667015508,-0.472201493921923,-0.462099324650022,-0.465999799048801,-0.546619709370985,-0.506957059657782,-0.491178569580455,-0.469166476724285,-0.489647394585357,-0.482267670102327,-0.480309275203858,-0.454490095968255,-0.449658196180164,-0.438722687903545,-0.526038568117907,-0.556582839907946,-0.567776778938275,-0.506249547594648,-0.449666298456498,-0.402117632732905,-0.391586728701992,-0.377360063759256,-0.356239962131855,-0.340384551586908,-0.407662093698411,-0.484436545166165,-0.37624338743107,-0.304911588827711,-0.257998281432932,-0.239859918699115,-0.215458961315167,-0.228191544142253,-0.227095245601105,-0.227176899774052,-0.213034024455832,-0.301801131820499,-0.25997119840507,-0.271359160635769,-0.241186459427655,-0.16846572598281,-0.144137717745857,-0.115493758186385,-0.0892722511792572,-0.0909009298725176,-0.10931047034137,-0.136337118143798,-0.146419049804307,-0.106361338776683,-0.0564125962562445,-0.011352090115543,0.0322086093444634,0.0721655832373996,0.0752103566526563,0.0549079639436815,0.0205834963132666,-0.017134675903402,-0.0090137679515358,-0.0134989002873274,-0.00793286982345416,-0.00210767649245005,0.00876084811233174,0.021941150147002,0.024993451954785,0.00957822984576307,-0.0310017334014157,-0.0683719315001823,-0.0917744453888881,-0.117417079401969,-0.129831956610291,-0.120478662840357,-0.107814541331203,-0.102405095167067,-0.111876583509646,-0.125117396173905,-0.145768860706813,-0.166792828676139,-0.186368216776068,-0.219037329464445,-0.225545180298776,-0.213550968621381,-0.173121677969278
"2",0.965994062112609,1,0.964668468344215,0.904282563837045,0.810026152400069,0.696268345969159,0.596097157507883,0.503088146034163,0.436040099454235,0.416269054588427,0.391366035875732,0.375710830740115,0.331970620626081,0.303622659898295,0.248857072997973,0.213800089714867,0.0914023609469885,-0.036994723405218,-0.173949956558557,-0.261420179485269,-0.292506204309991,-0.264578633193567,-0.204573247418915,-0.161873647027853,-0.11657136509452,-0.0995904031409743,-0.115589190233594,-0.173361859781932,-0.225070912586634,-0.225185796323711,-0.180353771768066,-0.112093268320685,-0.0594941262019608,-0.0196174745561842,0.000422554512230198,-0.00849771761852148,0.0128781212435956,-0.000518080476593632,-0.126778455123967,-0.137543298347209,-0.120211636510956,-0.0839647370234802,-0.0771558566840647,-0.0639241436702932,-0.0556054334619808,-0.0913521968260703,-0.0982835832932095,-0.0553592761323038,-0.203042862667482,-0.297497269294317,-0.242771739488267,-0.236106991686047,-0.211000547944284,-0.188513293153794,-0.181199148947324,-0.194197318188734,-0.237233460095151,-0.276414111671873,-0.269740533487484,-0.38213804454759,-0.405102907914189,-0.426399453349761,-0.407579083190394,-0.400765935816658,-0.394875116411138,-0.425674900465446,-0.451667645884386,-0.446705774817833,-0.460683822501301,-0.544647532411099,-0.506479959239186,-0.491201177170665,-0.469852693090941,-0.491109715383364,-0.485076113807347,-0.483012635630552,-0.463704075226263,-0.461334990595579,-0.454749736435534,-0.54741900398355,-0.580071890428444,-0.593627908944853,-0.530768427587749,-0.474437439922078,-0.429442499638453,-0.423166897134049,-0.413587473281847,-0.394283519585995,-0.381169709441066,-0.445309624076197,-0.526203073343395,-0.411764578236993,-0.335088975915333,-0.296915746976566,-0.279884973470829,-0.256924939605326,-0.275135815070218,-0.274323789810818,-0.270448773219665,-0.244228987181257,-0.334412805948225,-0.281873222015372,-0.287497232738347,-0.260961294117382,-0.194501094771282,-0.172446154751113,-0.146755473681155,-0.12143557276733,-0.120092531291303,-0.138984613262271,-0.157837527500317,-0.156182968603701,-0.105159157105256,-0.0500846873583425,-0.0060009346599743,0.0390919840352348,0.077906707767729,0.0770607941844469,0.055933129273624,0.0169080591715685,-0.02480688067863,-0.0156064268184662,-0.013667970444056,-0.011684842699444,-0.00468102008088058,0.0060309773054346,0.0178245734858282,0.0182236142789414,-0.000419910185482169,-0.0445299630450312,-0.0849218198125162,-0.105259928046271,-0.12776538835487,-0.13487282084689,-0.119660557115663,-0.102717460460435,-0.0940027633555406,-0.102853023380435,-0.117542474792638,-0.142083090695357,-0.166343141695222,-0.186861813608214,-0.215479001251977,-0.219492309199646,-0.203041462260513,-0.162403087205022
"3",0.904312190205319,0.964668468344215,1,0.960254989330839,0.879559219669441,0.752647560663605,0.619828490974439,0.489771693172758,0.393253708759613,0.362994577958094,0.355840014298977,0.376019475533444,0.363948824565089,0.363169442130684,0.320674130633143,0.282193838071124,0.13912870805206,-0.0277486347067044,-0.191436862667195,-0.293657477004036,-0.323600841959975,-0.283074885601059,-0.204449964300767,-0.151093181893368,-0.101581602474539,-0.086242313960241,-0.111410676119089,-0.180510815912612,-0.223742480742548,-0.207811167962294,-0.176066166517314,-0.100705807191497,-0.0461495743857229,-0.00831566552302111,0.00604131133783609,-0.00555522940122938,0.00966191274125862,-0.00169176604291341,-0.128769323245822,-0.131952418609824,-0.116577979709964,-0.0810531875924652,-0.072314273281896,-0.0578854432175862,-0.047725483631243,-0.082969308823098,-0.089923615910976,-0.0471102456155743,-0.189241199777766,-0.278106684691746,-0.225171521749156,-0.215220617420721,-0.190614536866243,-0.16810083122069,-0.160652164621607,-0.175155727924901,-0.216741468771328,-0.25706556311783,-0.254792715792794,-0.364257890864519,-0.384394173945724,-0.398074538291314,-0.378923989986736,-0.373223326966847,-0.367987012116593,-0.400062834790682,-0.436827627078873,-0.436668479573769,-0.457458755598746,-0.538708059320274,-0.499227947591385,-0.48218079872144,-0.460946590374217,-0.484362535601171,-0.48000592122853,-0.478286565894857,-0.465805609406722,-0.46614259190031,-0.464454252459676,-0.559568796841968,-0.59232773373203,-0.604636379895572,-0.541335740091917,-0.488678655224664,-0.445202935571666,-0.444326395136209,-0.439734460646147,-0.420268605836295,-0.411416591018627,-0.469654839019732,-0.5512830806147,-0.429994915152062,-0.351198096291349,-0.321846156028671,-0.306324271158425,-0.286360131693063,-0.308834179256226,-0.3082696434974,-0.302251868790947,-0.269755104586068,-0.359263894862604,-0.296017873357812,-0.29722986593132,-0.275786042940174,-0.217995876970742,-0.196679597783248,-0.174920696792697,-0.149651194866115,-0.150116182654222,-0.169992758015317,-0.184331937915545,-0.169163885803492,-0.108148769787633,-0.0508588317368321,-0.0114672056891581,0.0327607637589039,0.0685737399175554,0.0636968521407637,0.0447388745274873,0.00606907420942416,-0.0323921950941412,-0.023810503891051,-0.0186913926934256,-0.019767834295385,-0.013374897814603,-0.00296592446644651,0.0073900113506782,0.0043574663003289,-0.0180811902070027,-0.0639600796907397,-0.105435964283852,-0.121086103572151,-0.13808757382642,-0.139778407679267,-0.1224638093502,-0.103335464366825,-0.0932280808630016,-0.103421660945092,-0.121565249536375,-0.151441427079939,-0.178238383812457,-0.197901535070132,-0.219677285170067,-0.219686645368992,-0.196254840815062,-0.156047166729849
"4",0.833583036764984,0.904282563837045,0.960254989330839,1,0.949858631792505,0.841646540315449,0.699989760304051,0.541353059231846,0.403903924323157,0.331491094715017,0.305539586393755,0.332845063181405,0.342748379554976,0.376080679386661,0.369021166363366,0.353400824009125,0.218374574563644,0.0325392157622784,-0.157404187250058,-0.288919992230206,-0.334408856336385,-0.290396407334096,-0.201844389981978,-0.142688310902615,-0.079949191035809,-0.055614409303394,-0.0836154913376141,-0.153329587829925,-0.19529532260089,-0.168549158775337,-0.152966685817498,-0.0780454435550359,-0.0271359829107966,0.00477562120957446,0.0116098317439495,-0.00155771169519429,0.00260717464627182,-0.00861511005705456,-0.139480484193602,-0.137397752144566,-0.127173936015404,-0.0922653548619695,-0.0786215002730256,-0.0620220906120487,-0.0511257384058477,-0.0886090300932258,-0.0950412477598358,-0.0556378584853704,-0.193718555172849,-0.275800848943798,-0.225362720474172,-0.212205200735764,-0.185892720747376,-0.163832831530744,-0.156190379836537,-0.170199365687616,-0.208368522250579,-0.246844484867493,-0.251098354162204,-0.365030523856371,-0.374303088137982,-0.380837439342273,-0.363761581179887,-0.365200103890245,-0.360341273319958,-0.392966695261431,-0.438843858584874,-0.440931129731078,-0.462833398699667,-0.539957063847641,-0.495170786344266,-0.476582037381773,-0.455568672162676,-0.48024070744375,-0.477314567935455,-0.474456420729486,-0.468374276401511,-0.469065810641997,-0.472261950819361,-0.566300900679912,-0.596448904854712,-0.602036135630637,-0.53746171190132,-0.486117787217066,-0.447279110848762,-0.449008746959125,-0.447666142658436,-0.427869985321566,-0.424334622459639,-0.474690630069317,-0.552198044481037,-0.421679662990348,-0.342010413980091,-0.319350908865247,-0.305312661853364,-0.2890392983822,-0.310869857316155,-0.310727859892985,-0.305679126267064,-0.274810445048955,-0.360121807870926,-0.293551238974839,-0.292224379494174,-0.273725456421451,-0.223692127262028,-0.199675280032361,-0.180412502327065,-0.157979570918259,-0.164840124163676,-0.187158430767298,-0.203962338860205,-0.180075476516535,-0.116326766876691,-0.061147310703217,-0.0266911839788432,0.0160217251750211,0.0481207114736807,0.0408492596038603,0.0255428916066686,-0.00958506642715659,-0.0392651628269479,-0.0315541191413416,-0.028092547587099,-0.0323295571149977,-0.0265448287549773,-0.0178760412800625,-0.00936713707292375,-0.0147921550145024,-0.0402935455617085,-0.0835374273139169,-0.122240551269919,-0.134608497028658,-0.144327574801784,-0.146538490286584,-0.13324082251516,-0.116606769521721,-0.107777639859824,-0.119299209954584,-0.138955084402122,-0.170162186209183,-0.196309332826558,-0.214565716904885,-0.23153235119934,-0.233289595021684,-0.209400940040547,-0.170368532198518
"5",0.752678736443473,0.810026152400069,0.879559219669441,0.949858631792505,1,0.946187464827375,0.827944844144219,0.663917294246111,0.489043450612459,0.349711676337828,0.264987665166245,0.257811477306878,0.269241234202697,0.330364262005389,0.370971811034483,0.400428397316492,0.308791702790308,0.134528912202626,-0.0704253689435664,-0.238656130142182,-0.31693760703537,-0.284389804797609,-0.19935482228186,-0.139498771332958,-0.0548523296737989,-0.0110340295614198,-0.0335806672082474,-0.0858684138827634,-0.134868036116637,-0.110062121582537,-0.114620443163554,-0.0505382591954669,-0.0071945595194815,0.0167261930622916,0.0167204761570196,0.00230115941656622,-0.00382770803770704,-0.0137420473441198,-0.151670013241927,-0.151853775117149,-0.148675384323543,-0.115313505344033,-0.100685192997657,-0.0831647528292615,-0.0741892381486678,-0.117649120108647,-0.122778035164689,-0.0866553367684403,-0.22791949890296,-0.306836061779748,-0.257829460431118,-0.24157309571446,-0.214694398008545,-0.193218083229641,-0.186057620313085,-0.19949345750069,-0.231099754682907,-0.260926776125826,-0.274288523845481,-0.381792135812787,-0.395735488821536,-0.395439722069411,-0.381558861811817,-0.391656860992082,-0.389101913289085,-0.417518672595269,-0.462984641939868,-0.462407198534179,-0.471878005707144,-0.544544586199064,-0.489669752771549,-0.467880534188545,-0.445696416663346,-0.470923217909656,-0.467371581963525,-0.465157819895008,-0.461288093085802,-0.463137505107623,-0.469661741340221,-0.557422600736155,-0.581093655276615,-0.57717640532094,-0.51130371702868,-0.461802495545848,-0.422482254431857,-0.425739310409075,-0.42757335797405,-0.406972266751211,-0.408754955370507,-0.452128809671682,-0.520160073804107,-0.383452314225458,-0.306829905287878,-0.28665263253175,-0.274852258610708,-0.26389648162859,-0.279982894841075,-0.28020159729875,-0.278608385557321,-0.262196959276838,-0.339294489282632,-0.275432913202839,-0.274662760246167,-0.257115393052778,-0.21128856772601,-0.181707430838416,-0.163127841176633,-0.14466870714354,-0.160260706981218,-0.188441766560171,-0.213859147984446,-0.188881478777363,-0.129203209081106,-0.078396156213542,-0.0498416080277893,-0.0101356624932472,0.0184233495169561,0.0114675501008412,0.0012167415353848,-0.0255887538584152,-0.0437870939499029,-0.0386692946759028,-0.0392143432255309,-0.0420667903090861,-0.0356471903401971,-0.0296664490768375,-0.0232411164668798,-0.0288668133651681,-0.0554477382318887,-0.0925367701406473,-0.12527493963882,-0.135594223705701,-0.140362003230866,-0.145621272699855,-0.142212485366467,-0.130828720691839,-0.127031259577229,-0.142261843534657,-0.164381833189637,-0.194738523026827,-0.216953801889807,-0.231815966856198,-0.244288040913035,-0.249808975445663,-0.227217692943804,-0.187287407558432
"6",0.675848855050682,0.696268345969159,0.752647560663605,0.841646540315449,0.946187464827375,1,0.943073075364968,0.807918142268617,0.622250016299049,0.420345859871923,0.254644653067472,0.174679679313849,0.158168457890556,0.222212966727089,0.303858894879162,0.390337579648834,0.366001279439735,0.244867333427176,0.0517084559577616,-0.142493092666378,-0.257161024328437,-0.250751477356634,-0.189475470195582,-0.139869383878005,-0.0371934982507226,0.0286486368112091,0.0216998359453971,-0.00110369055175148,-0.0619525142825758,-0.0536028259484738,-0.069746358029301,-0.024512486964934,0.00482394963198254,0.0198310253822231,0.016855042834147,0.00256744942058364,-0.00865560357815927,-0.0142341094379819,-0.15745369894659,-0.165862085077602,-0.167457363293434,-0.136290755478746,-0.122039066096509,-0.104879195438579,-0.100857524785787,-0.151404648550161,-0.154351757318814,-0.120496400411837,-0.26848754271403,-0.346822411834078,-0.297623361857487,-0.280458963195739,-0.253279998220291,-0.233324011477023,-0.228815914499601,-0.240697690985983,-0.268089232951493,-0.290348637413164,-0.307509005634561,-0.40967482652885,-0.423865783651542,-0.424809445682978,-0.413359967581441,-0.430079766792872,-0.429735268923866,-0.455110010017385,-0.491441376802455,-0.488039559681522,-0.476479613046411,-0.545087961593592,-0.481387923739262,-0.458199181168522,-0.435221037044007,-0.460588754382314,-0.457849030887384,-0.456444832711411,-0.448685148587738,-0.448565173305465,-0.453508704695473,-0.530159167103656,-0.545885613994672,-0.531491926926444,-0.465187783940631,-0.417325318333933,-0.377990716227001,-0.378139457967587,-0.378375246431234,-0.356283730970451,-0.360535885484626,-0.400224792375479,-0.451145581194128,-0.315746632233525,-0.246984164197211,-0.223685608658963,-0.214084210757539,-0.207388995454283,-0.213853553979255,-0.213621884084103,-0.21751387653209,-0.221553522218986,-0.286533701284413,-0.236662980467301,-0.243451045728383,-0.222922053286107,-0.173109386407109,-0.137031687481508,-0.116810852615175,-0.101079449468315,-0.125496117670679,-0.156324660852594,-0.195995077414384,-0.182111370423579,-0.13713686816349,-0.0965332732571852,-0.0714208388108393,-0.0353275025945921,-0.00869608836198856,-0.0112913915352081,-0.0157139550948538,-0.0323226108691654,-0.0382320457592749,-0.0364631699150723,-0.0438525466321769,-0.0452729540809102,-0.0399751262070155,-0.0372896741413298,-0.0322937703710395,-0.0361576413307029,-0.0593699041658536,-0.0875716638744593,-0.112708244553677,-0.122840326761737,-0.12750704350139,-0.142249708141422,-0.152301376581311,-0.148507647339659,-0.149861603744207,-0.165207126353531,-0.184023652356138,-0.207110066381907,-0.223251825020099,-0.236436739271922,-0.251875459293318,-0.265591658729942,-0.251829521386678,-0.211283772641504
"7",0.617391894590249,0.596097157507883,0.619828490974439,0.699989760304051,0.827944844144219,0.943073075364968,1,0.929407665352089,0.784238058192392,0.567961416201545,0.341300704842024,0.173692922796215,0.0978701920354228,0.119290679086043,0.20080142975671,0.31954253017984,0.350702994642925,0.31054415073193,0.158090063746792,-0.0324778746662233,-0.169060348703486,-0.195248829368718,-0.172082568085302,-0.142213671920316,-0.038650361958778,0.0380392458068833,0.0475743931584914,0.0530318018101698,-0.0185214182804842,-0.0297250753954773,-0.0428244108642804,-0.015618587379265,0.000409053543415983,0.00945100165515577,0.00789592321004655,-0.00584970779413308,-0.0133651913397113,-0.0131990323581986,-0.152083381006336,-0.173040621437854,-0.174507049739515,-0.145719187912586,-0.132809605795571,-0.117796090733707,-0.123512459333781,-0.172553725534294,-0.17465759482616,-0.139602687381012,-0.296576161797812,-0.377983962528344,-0.32750095506932,-0.311267560100359,-0.284949043401294,-0.266164065393268,-0.263018095285561,-0.2724911012525,-0.301152222532892,-0.321041379047328,-0.333295583406284,-0.429577833790879,-0.451092099742653,-0.462816248655527,-0.453423623385791,-0.468645020819365,-0.46751458272882,-0.49029220450175,-0.509327548579401,-0.499239585999296,-0.47205534741901,-0.542366718901383,-0.478528623476555,-0.456958279413809,-0.434273215473175,-0.45674162216704,-0.451427897897897,-0.450537889979006,-0.431292659661086,-0.427418961809214,-0.429142460743677,-0.497451491684134,-0.511579254881695,-0.493045867730355,-0.424563253014593,-0.375197795439218,-0.337126285248402,-0.328941274064849,-0.322822871831487,-0.299211097464076,-0.299924775804394,-0.345424165231456,-0.384126794284923,-0.262126560935248,-0.201803243138607,-0.168428433109908,-0.159250122808091,-0.152364631923825,-0.148856338804552,-0.145310079730522,-0.153784687859436,-0.176985057338303,-0.23734365914075,-0.209437665170153,-0.226101462858161,-0.199502985580834,-0.135502412444345,-0.0968756914148313,-0.0721077375003984,-0.0563082383253539,-0.0824484245233185,-0.112783431989967,-0.167624669301869,-0.169370554231113,-0.137353724223379,-0.107416853324856,-0.0796292265766592,-0.047605984659389,-0.0181183364611978,-0.0142152023794639,-0.0170279281356694,-0.0261594845873201,-0.0235697831825895,-0.0252178669015929,-0.0382121999525179,-0.0376953222307287,-0.0354147865535885,-0.0347440459700554,-0.0304683733623119,-0.0332322402643123,-0.0516842482823025,-0.0747955455534062,-0.094000895262207,-0.106099638095566,-0.114967271006073,-0.138299215022058,-0.15736450132436,-0.157781715229905,-0.161935913625831,-0.175227689262608,-0.187572660612674,-0.202135218226513,-0.215048742413235,-0.230606833877538,-0.254529956469456,-0.27418859824478,-0.268663928483617,-0.226343409251151
"8",0.558450191033454,0.503088146034163,0.489771693172758,0.541353059231846,0.663917294246111,0.807918142268617,0.929407665352089,1,0.924330144472865,0.734068731391632,0.48292493644411,0.242839267845787,0.101064310828785,0.052619512432984,0.0993655217844325,0.218134182436518,0.279492685528046,0.320419052574386,0.224730513578416,0.0666071493678056,-0.071166953426179,-0.127129571528637,-0.145610133787047,-0.139170060248213,-0.0516408440386456,0.0244685931862941,0.0462011240035217,0.0723575333647415,-0.00343972930122575,-0.0322123199200192,-0.0366037857689437,-0.0215675682350123,-0.0144959993821474,-0.0081275007385411,-0.00468526439131487,-0.0177929499096997,-0.0140029016267524,-0.00539724171822977,-0.133588880629601,-0.16692048952245,-0.165715683033594,-0.139772599900385,-0.129465369188301,-0.119443962277225,-0.13506307277951,-0.179834266019803,-0.183213187016454,-0.14561855755604,-0.308024750800935,-0.391937937291331,-0.342213383262496,-0.326425113496066,-0.302521068569377,-0.28534083488186,-0.283666871005222,-0.292243919059889,-0.324223091489931,-0.342414180069253,-0.346703502272327,-0.425333232856099,-0.465862974352027,-0.490164281153541,-0.478522423079271,-0.484288136879153,-0.482295424255311,-0.502459430445403,-0.501488894343717,-0.484736108580555,-0.447764070908282,-0.523343335167097,-0.466803375185601,-0.449217834799239,-0.427933465992835,-0.445191605349596,-0.43720318588036,-0.437854915921172,-0.405222515774709,-0.397246936482162,-0.395861982882724,-0.456615895313378,-0.472602146678435,-0.455823075039828,-0.386210371796375,-0.336063269194974,-0.299692324593436,-0.283161163786938,-0.268574279184547,-0.247055688880121,-0.243247388486696,-0.298003097701359,-0.326488490201428,-0.225977286123929,-0.174227846404846,-0.130562960705456,-0.120644168985206,-0.11153850730358,-0.100209196582715,-0.0931706125787292,-0.10385428373899,-0.14274830670126,-0.201125103588686,-0.194918883685588,-0.222146177501183,-0.189434294628146,-0.108622201066986,-0.0705423260354814,-0.0392670501754279,-0.0216416259970633,-0.0399856785674646,-0.0707235161607362,-0.13701541970175,-0.153060340478954,-0.128882822733932,-0.103570577808381,-0.0715783213531344,-0.0419078626008238,-0.00871861832194093,-0.00105428891436059,-0.00686090191542708,-0.0151826993039554,-0.0102816826186666,-0.0154567700524707,-0.030805120061328,-0.0264025968333433,-0.0260771039053905,-0.0248405235728414,-0.0202708851085358,-0.0193275475752439,-0.03087449853305,-0.0500735983271469,-0.0655352628137879,-0.0806512301828852,-0.0971447571831751,-0.125596842083325,-0.149092575838072,-0.150431059151086,-0.156229924540059,-0.166967161985879,-0.172634144898649,-0.179960647789716,-0.189152223798352,-0.206511830342884,-0.238210715246928,-0.260622996247312,-0.261639076412859,-0.219375308165102
"9",0.505674819935808,0.436040099454235,0.393253708759613,0.403903924323157,0.489043450612459,0.622250016299049,0.784238058192392,0.924330144472865,1,0.887785832667387,0.670127109688139,0.401865814247686,0.205292239312715,0.0709557840477607,0.0439478173804553,0.115421048230097,0.158645092123002,0.256176911372078,0.221611511156569,0.12169468406261,0.0110523720109827,-0.0619579873191312,-0.114208508743928,-0.130292580251815,-0.0756188996659847,-0.017656095451804,0.00567340431109139,0.0346595225283444,-0.0357627785533687,-0.0682183472352318,-0.0587774467142215,-0.0425431711349124,-0.0364142652385518,-0.0266820967485563,-0.0171604729999562,-0.0315910300363836,-0.0134135946117995,0.00205946987352381,-0.109208629817605,-0.152464192005697,-0.146131848694283,-0.121227264711866,-0.113236498599077,-0.107768162501869,-0.129191503125535,-0.168983933957002,-0.173475801094157,-0.130087083263448,-0.292225434319037,-0.378960997011295,-0.332696947998574,-0.317250993545364,-0.295869798442434,-0.280594570173907,-0.278762061783949,-0.286926423324737,-0.320832057590735,-0.338141851900979,-0.325688216414784,-0.386892161947347,-0.458080718876868,-0.49205020461888,-0.475082308799452,-0.461894116205809,-0.453628396280577,-0.470934996220337,-0.452037146603633,-0.431846819044424,-0.39982372988338,-0.488096310358499,-0.447850921197925,-0.436642065681079,-0.416598998871791,-0.428922282541238,-0.417278816757927,-0.416320172290604,-0.373378479068889,-0.362524272119869,-0.359328920112042,-0.418638572809549,-0.442362870020229,-0.433427590988795,-0.365787724829866,-0.315246561911145,-0.281940409538366,-0.259689793482676,-0.2377697259602,-0.222144236263604,-0.213389308535177,-0.276840486771618,-0.301199762813939,-0.229450376728731,-0.184016460302827,-0.134467431857275,-0.12190023614952,-0.108736061409372,-0.0944008599532891,-0.0817925628686557,-0.0901943370659445,-0.134954109384082,-0.196568474697553,-0.20550801715239,-0.240121778330885,-0.202101508426708,-0.10253901399245,-0.0707981143950207,-0.0355173706451343,-0.0141167190842235,-0.0163760451975617,-0.0466463724774064,-0.115221052171368,-0.140490410662508,-0.113529534277247,-0.0834261331095087,-0.040041564703721,-0.0114460643490601,0.0240429303903587,0.0309436430176571,0.0139767244897871,-0.00447134958256736,-0.00839425443294664,-0.0145551916963441,-0.024653372625536,-0.0163008073640972,-0.0157255376080892,-0.0129522191198534,-0.00773722919403686,-0.00327441628526124,-0.00485049908852885,-0.0202548651441995,-0.0353056958573997,-0.0558599304491137,-0.080432113420249,-0.107707560570965,-0.127300856155544,-0.124582322015281,-0.128601270359257,-0.134504502910924,-0.13314756692764,-0.137137267214696,-0.14692137744679,-0.169207867109762,-0.207118227833376,-0.226256904932975,-0.228038342035313,-0.187658585768065
"10",0.470146242031474,0.416269054588427,0.362994577958094,0.331491094715017,0.349711676337828,0.420345859871923,0.567961416201545,0.734068731391632,0.887785832667387,1,0.883424193811042,0.647581307540606,0.427725880807378,0.215505700738042,0.0884381508353052,0.0638004533154004,0.0276967504272605,0.137274658464317,0.150794400311461,0.123345050906748,0.0667762297112161,-0.00175303179175267,-0.0679282515331371,-0.0999771619748965,-0.0926159584485704,-0.0740336371164242,-0.0709767198367443,-0.0607474287455994,-0.11266217084152,-0.12213408467593,-0.0967366157740688,-0.064550247789655,-0.0506421988460222,-0.0357143000346228,-0.0233309306215142,-0.0432234550165972,-0.015203524242938,0.0021205363828761,-0.0887696862987247,-0.134711810241972,-0.124333559688707,-0.101309023619727,-0.0919729013076681,-0.0862781519832794,-0.107051540320121,-0.136317888455697,-0.143553829684101,-0.0941134235413854,-0.249144971955832,-0.335606034611176,-0.29561644957378,-0.278320580937562,-0.258712666753558,-0.242000924258648,-0.238579981515534,-0.248961194624231,-0.283322540559389,-0.300464528000648,-0.271593733939052,-0.316970819742303,-0.425423281841298,-0.461580683001409,-0.434384231724484,-0.394819691995179,-0.377075273578364,-0.393523934277608,-0.368567427330978,-0.347317396966412,-0.341412805815687,-0.44632937699303,-0.426315986501503,-0.422466562593183,-0.40462314316769,-0.410920821654836,-0.395727012587607,-0.392510350458692,-0.347978780479091,-0.336726356419432,-0.335467505265251,-0.399151656811871,-0.437257444861951,-0.440377975702965,-0.374757742513906,-0.325460955083423,-0.297428137754544,-0.274792766870534,-0.248336706398761,-0.242654783819158,-0.232128376096945,-0.299069595703959,-0.325318111913586,-0.282906410140277,-0.237118944715877,-0.18986532644245,-0.175257952600144,-0.157360887552147,-0.14661227325508,-0.126976544113318,-0.128804104520224,-0.16766603675952,-0.236897074323275,-0.249469091661766,-0.283079957796877,-0.244773099507613,-0.131114217212198,-0.110273310387586,-0.0734334357924279,-0.0491949367223261,-0.0286340239705499,-0.0609803461613406,-0.120423253057391,-0.145418337491933,-0.0998495919541814,-0.0539514594817143,0.00254864350500588,0.0310837818946398,0.069745295208222,0.070665297421043,0.0375197297330402,0.000208505086806889,-0.0206205608185934,-0.0251396185932524,-0.020999553455175,-0.0117389648409983,-0.0107968889059992,-0.00469519017255354,0.00225577580719003,0.009113610008395,0.0158436983031655,0.000773211229344623,-0.0179218721583543,-0.0448914517110749,-0.0742955971202479,-0.0923866312226117,-0.10005727181214,-0.0860196426953111,-0.082551074764939,-0.0822435863519733,-0.077181281579428,-0.0853369581492106,-0.102398051301697,-0.132908788230491,-0.173905265781169,-0.183545053831352,-0.175835027613936,-0.135154200031156
