Frame,only_minor_groove,only_major_groove,only_dna_backbone,only_dna,only_gap,only_histone_tail,only_histone_core,only_acidic_patch,only_acidic_residues,only_histone,interface,binding_ions,unbinding_ions
2500,10,14,19,43,10,0,3,1,3,3,8,54,134
2525,11,15,19,45,12,1,3,2,3,4,7,56,132
2550,11,14,17,42,12,1,4,2,3,5,7,54,134
2575,11,16,15,42,11,1,3,1,3,4,6,52,136
2600,10,18,14,42,11,2,4,1,5,6,7,55,133
2625,9,18,17,45,11,2,4,2,5,6,6,57,131
2650,12,17,16,45,9,1,2,1,3,3,7,55,133
2675,13,19,14,46,9,1,2,2,3,3,6,55,133
2700,14,19,14,46,11,0,3,2,2,3,6,55,133
2725,12,15,16,42,11,0,2,1,2,2,11,55,133
2750,14,17,13,43,8,0,2,2,2,2,9,54,134
2775,12,15,17,43,10,1,2,2,2,3,9,55,133
2800,13,16,15,44,9,0,2,2,2,2,8,54,134
2825,12,17,18,46,8,0,3,1,3,3,6,55,133
2850,12,15,16,43,9,0,3,2,2,3,8,54,134
2875,12,16,17,44,7,2,2,2,3,4,6,54,134
2900,11,17,14,42,8,1,2,2,2,3,8,53,135
2925,12,17,14,42,9,1,2,2,2,3,5,50,138
2950,12,16,15,43,7,1,2,1,1,3,5,51,137
2975,12,15,14,40,9,0,2,1,2,2,9,51,137
3000,12,17,13,41,8,0,1,1,1,1,9,51,137
3025,12,18,15,44,11,0,1,0,1,1,9,54,134
3050,12,17,14,43,10,0,2,2,2,2,9,54,134
3075,11,18,15,43,10,1,2,1,2,3,9,55,133
3100,13,19,13,43,12,0,3,1,3,3,9,55,133
3125,13,20,16,47,9,0,2,1,2,2,6,55,133
3150,14,16,15,44,9,0,2,1,2,2,8,54,134
3175,15,19,13,45,8,1,2,1,3,3,6,54,134
3200,15,17,13,44,9,0,2,1,2,2,7,53,135
3225,16,15,14,44,8,0,2,1,2,2,7,53,135
3250,17,17,10,43,8,1,2,1,3,3,8,54,134
3275,16,21,12,48,8,0,2,2,2,2,4,54,134
3300,16,21,12,48,6,0,2,1,2,2,6,56,132
3325,12,19,13,44,7,1,2,1,2,3,6,53,135
3350,12,20,13,44,8,0,2,1,2,2,8,54,134
3375,12,18,18,47,7,0,2,2,2,2,5,54,134
3400,13,19,12,44,7,0,2,2,2,2,6,52,136
3425,13,17,14,44,7,0,2,1,2,2,7,53,135
3450,13,18,15,46,8,0,2,2,2,2,6,54,134
3475,13,18,11,42,8,0,2,2,2,2,7,51,137
3500,12,19,17,47,9,0,2,2,2,2,5,54,134
3525,12,18,18,48,8,1,2,2,2,3,5,56,132
3550,12,16,16,44,10,0,2,2,2,2,6,52,136
3575,12,16,18,46,9,0,2,2,2,2,7,55,133
3600,13,16,17,46,9,0,2,2,2,2,6,54,134
3625,11,17,20,48,11,0,2,2,2,2,5,55,133
3650,12,18,17,47,9,0,2,2,2,2,6,55,133
