#Frame      RoG_00001 RoG_00001[Max]
       1      45.1016        65.8644
       2      45.1740        65.1847
       3      45.1472        66.0688
       4      45.2833        64.2871
       5      45.0178        65.3996
       6      45.0141        64.8875
       7      44.9855        66.2626
       8      45.0097        63.9987
       9      45.1331        66.1300
      10      45.0851        66.2923
      11      45.0758        65.3209
      12      45.2023        66.8995
      13      45.1967        66.6004
      14      45.1078        64.5026
      15      45.1426        65.6459
      16      45.1817        65.9727
      17      45.1281        66.3559
      18      45.1648        65.9362
      19      45.1199        63.7600
      20      45.1655        65.0190
      21      45.2792        66.7146
      22      45.1339        64.1794
      23      45.2184        65.3360
      24      45.1481        65.7717
      25      44.9799        64.4043
      26      45.2581        66.4792
      27      45.2019        66.7284
      28      45.3320        66.8560
      29      45.1673        65.9664
      30      45.2076        65.4956
      31      45.1459        65.6887
      32      45.2662        66.4166
      33      45.1204        65.4701
      34      45.0661        65.0473
      35      45.0026        63.9014
      36      45.0510        66.0300
      37      45.2026        64.5658
      38      44.9513        64.0594
      39      45.0470        65.1067
      40      45.1474        67.6816
      41      45.3042        65.4481
      42      45.0968        68.2159
      43      45.2333        68.6706
      44      45.1458        66.6268
      45      45.0718        65.3735
      46      45.2009        69.9773
      47      45.0817        67.4034
      48      45.1418        66.6894
      49      45.1824        67.8679
      50      45.2452        68.1319
      51      45.1305        64.5850
      52      45.0567        66.0613
      53      45.1553        67.3073
      54      45.1622        65.1917
      55      45.3197        66.7998
      56      45.2816        66.9049
      57      45.3830        66.9119
      58      45.4436        68.9613
      59      45.3721        69.6426
      60      45.3326        70.6782
      61      45.3090        66.1344
      62      45.2269        67.2649
      63      45.3668        67.3118
      64      45.1257        64.9702
      65      45.0764        65.9094
      66      45.1715        65.5659
      67      45.3004        68.8484
      68      45.3915        68.5781
      69      45.2870        68.0650
      70      45.3933        69.2319
      71      45.1390        65.5980
      72      45.3757        68.7709
      73      45.1533        69.3639
      74      45.3038        67.4829
      75      45.4186        67.2237
      76      45.3278        67.6354
      77      45.2980        69.7042
      78      45.2186        68.7627
      79      45.1455        66.2665
      80      45.1901        67.7728
      81      45.1687        68.4196
      82      45.2810        68.3789
      83      45.1346        68.0250
      84      45.2223        68.6082
      85      45.1469        68.0902
      86      45.0154        64.7074
      87      45.2069        66.6524
      88      45.1896        67.2073
      89      45.3113        67.5235
      90      45.2555        67.5280
      91      45.1455        65.9062
      92      45.2370        66.4667
      93      45.1747        66.4106
      94      45.0905        66.4581
      95      45.3578        68.2474
      96      45.3276        65.7690
      97      45.2189        65.4491
      98      45.3767        66.5209
      99      45.3711        66.9779
     100      45.2904        67.6099
     101      45.3366        67.8886
     102      45.1289        66.9417
     103      45.2101        66.3758
     104      45.2106        67.0212
     105      45.0395        65.9474
     106      45.2055        65.9495
     107      45.0288        65.7967
     108      44.9055        64.7614
     109      45.0088        65.4035
     110      44.9998        64.9329
     111      45.0951        65.4066
     112      45.1277        64.2404
     113      45.0701        64.9370
     114      45.0916        66.8056
     115      45.1994        66.8852
     116      45.0119        65.6129
     117      45.0481        64.4792
     118      44.9945        63.8698
     119      45.0414        64.3098
     120      45.1000        64.6064
     121      44.8847        65.2198
     122      44.9446        65.2927
     123      44.8355        63.7059
     124      45.0239        65.7507
     125      45.0107        64.1908
     126      44.9686        63.8049
     127      45.1011        63.4351
     128      45.0692        64.4855
     129      45.0902        64.0856
     130      45.0462        63.2235
     131      45.1747        65.0638
     132      44.9973        65.1116
     133      45.0356        65.1897
     134      45.0151        62.9232
     135      45.1289        65.0968
     136      44.9925        62.7168
     137      45.2145        65.3529
     138      44.9736        62.6972
     139      45.2059        65.1495
     140      45.2710        63.5727
     141      45.1396        64.5768
     142      45.2809        65.3722
     143      45.2208        65.6789
     144      45.2839        66.0007
     145      45.1037        65.7946
     146      45.0971        64.9178
     147      45.0501        67.9013
     148      45.0699        65.9691
     149      45.1562        66.6948
     150      45.2869        66.0919
     151      45.1830        68.0772
     152      45.2401        67.5458
     153      45.2631        67.8504
     154      45.2453        66.6907
     155      45.1786        66.2094
     156      45.1596        67.4247
     157      45.1645        64.8310
     158      45.1005        64.7043
     159      44.9178        64.9545
     160      44.9412        64.2930
     161      45.1880        64.6284
     162      45.2368        64.9160
     163      45.2508        64.9064
     164      45.1503        65.1677
     165      44.9425        64.8334
     166      44.9259        63.3016
     167      44.9439        63.2700
     168      45.1562        65.6173
     169      45.2300        64.5037
     170      45.1349        67.6122
     171      45.2967        64.8634
     172      45.1018        65.6435
     173      45.1976        65.1371
     174      45.1687        63.6266
     175      44.9881        64.1971
     176      45.1144        64.6113
     177      45.0245        64.6960
     178      44.9309        62.9154
     179      45.0142        62.0281
     180      44.9039        63.7019
     181      44.9593        63.1446
     182      44.9931        66.8313
     183      45.2047        65.6590
     184      45.2891        64.7404
     185      45.2356        64.4681
     186      45.1583        65.0151
     187      45.0374        64.4698
     188      45.0575        63.2429
     189      45.0195        63.5887
     190      45.1728        64.0095
     191      45.0818        64.1486
     192      44.9371        64.2043
     193      45.2085        64.6448
     194      45.2750        65.7855
     195      44.9787        63.9383
     196      45.2193        68.4711
     197      45.1219        63.6213
     198      45.0748        66.7253
     199      45.1546        64.4547
     200      45.0548        65.7178
     201      45.2281        65.8106
     202      45.2777        65.3804
     203      45.2007        67.4842
     204      45.1894        64.7591
     205      45.1440        65.6070
     206      45.1037        66.8703
     207      45.1363        65.3479
     208      45.1104        65.2473
     209      44.9718        64.9013
     210      45.0921        64.8087
     211      45.0964        65.3366
     212      45.2157        66.3180
     213      45.2736        65.0123
     214      45.2291        65.4933
     215      45.0720        64.0024
     216      45.0236        64.6538
     217      45.2242        65.1923
     218      45.0038        64.8641
     219      45.0276        64.7577
     220      45.0956        65.8616
     221      45.1849        65.8390
     222      45.0845        65.9390
     223      45.2067        65.6941
     224      45.2154        65.3558
     225      45.0975        65.4888
     226      45.0804        67.0611
     227      45.1867        65.6126
     228      45.0023        64.9788
     229      45.2639        65.0654
     230      45.1722        66.0595
     231      45.1512        64.7506
     232      45.0569        64.3321
     233      45.0660        64.5925
     234      45.1602        67.5805
     235      45.2571        66.5297
     236      45.2786        65.7761
     237      45.1571        67.0275
     238      45.1116        65.5884
     239      45.0581        66.4659
     240      45.0959        65.4045
     241      45.1187        67.1416
     242      45.2827        66.3774
     243      45.1831        66.1982
     244      45.1220        68.7391
     245      45.1792        65.3275
     246      45.3014        67.6973
     247      45.1355        67.2581
     248      45.1896        67.2460
     249      45.0509        67.2457
     250      45.1595        68.0605
     251      45.2792        67.1294
     252      45.2128        67.8130
     253      45.2100        67.4701
     254      45.2037        67.3261
     255      45.3227        70.3250
     256      45.2706        67.6363
     257      45.1058        69.7443
     258      45.1425        67.5330
     259      45.0876        67.2525
     260      45.2087        66.6110
     261      45.2268        67.9390
     262      44.9561        66.9885
     263      45.0016        64.2637
     264      45.0266        65.6135
     265      45.0961        64.6314
     266      45.1165        64.1778
     267      45.0006        67.0776
     268      44.7183        64.1906
     269      45.2492        67.5799
     270      44.9961        64.7479
     271      45.1843        65.1537
     272      45.2550        65.0808
     273      45.0649        65.1035
     274      44.9136        65.6769
     275      44.9687        65.5989
     276      45.2157        65.8553
     277      45.0317        66.3500
